epoch,accuracy,loss,mae,val_accuracy,val_loss,val_mae
0,0.09471766650676727,2.5361218452453613,0.74482262134552,0.07407407462596893,2.58050799369812,0.8453035950660706
1,0.12548066675662994,2.484914541244507,0.6463423371315002,0.0763888880610466,3.5894479751586914,0.8586182594299316
2,0.13398097455501556,2.48239803314209,0.6106249094009399,0.08101851493120193,3.5720102787017822,0.29684874415397644
3,0.13985022902488708,2.4618687629699707,0.5690303444862366,0.05787036940455437,3.4709837436676025,0.8186298608779907
4,0.13964784145355225,2.453747272491455,0.5591239929199219,0.07870370149612427,2.644199848175049,0.8836228251457214
5,0.14065977931022644,2.4639904499053955,0.5494603514671326,0.07870370149612427,3.299204111099243,0.7773202061653137
6,0.14430277049541473,2.455003023147583,0.5232176184654236,0.13773147761821747,2.4883363246917725,0.5497484803199768
7,0.14976724982261658,2.4266762733459473,0.5007805228233337,0.14004629850387573,2.6160542964935303,0.4256811738014221
8,0.15705323219299316,2.42342209815979,0.49479103088378906,0.0694444477558136,2.6495473384857178,0.7596141695976257
9,0.16008904576301575,2.4417340755462646,0.4992014765739441,0.1597222238779068,2.469846487045288,0.5793730616569519
10,0.1608986109495163,2.4007644653320312,0.45603734254837036,0.10185185074806213,2.533801317214966,0.5957877039909363
11,0.17182756960391998,2.383898973464966,0.4095422923564911,0.15856482088565826,2.48366379737854,0.44717642664909363
12,0.17931592464447021,2.361569404602051,0.3920796513557434,0.1666666716337204,2.4613571166992188,0.42212238907814026
13,0.18417324125766754,2.3597545623779297,0.39026740193367004,0.13310185074806213,2.6084306240081787,0.38555458188056946
14,0.16697025299072266,2.3982555866241455,0.3985755443572998,0.09259258955717087,2.5451929569244385,0.8106259703636169
15,0.1839708536863327,2.3532261848449707,0.37063083052635193,0.16087962687015533,2.459481716156006,0.42771491408348083
16,0.20137624442577362,2.3198964595794678,0.34551525115966797,0.19907407462596893,2.401214599609375,0.3049466907978058
17,0.19226877391338348,2.353073835372925,0.40657153725624084,0.1805555522441864,2.4302151203155518,0.2694600820541382
18,0.1902448832988739,2.324784755706787,0.3572087585926056,0.08449073880910873,2.6069748401641846,0.7971687316894531
19,0.2112932652235031,2.292753219604492,0.3318789005279541,0.1840277761220932,2.3871233463287354,0.3192780017852783
20,0.20218579471111298,2.3020577430725098,0.33164146542549133,0.1527777761220932,2.495591163635254,0.38687512278556824
21,0.223234161734581,2.2508902549743652,0.31410202383995056,0.17245370149612427,2.59311580657959,0.22416284680366516
22,0.23335357010364532,2.2270283699035645,0.28456342220306396,0.19328702986240387,2.3979005813598633,0.2901780307292938
23,0.22869864106178284,2.233067750930786,0.2857491970062256,0.20254629850387573,2.3803529739379883,0.29031282663345337
24,0.23153208196163177,2.232809066772461,0.28623464703559875,0.18518517911434174,2.399470567703247,0.35712873935699463
25,0.23780611157417297,2.194464921951294,0.270155131816864,0.16203702986240387,2.704026699066162,0.19892117381095886
26,0.269378662109375,2.1266396045684814,0.24029695987701416,0.19907407462596893,2.4011144638061523,0.22689150273799896
27,0.26027119159698486,2.152991533279419,0.23591087758541107,0.13657407462596893,2.478942394256592,0.40759968757629395
28,0.26796194911003113,2.114746332168579,0.2326705902814865,0.17939814925193787,2.541901111602783,0.19908292591571808
29,0.2813195586204529,2.0505387783050537,0.2146308571100235,0.20023147761821747,2.5174167156219482,0.2592163383960724
30,0.3033798933029175,2.0297114849090576,0.21119406819343567,0.2152777761220932,2.361743927001953,0.18897412717342377
31,0.3159279525279999,1.964483618736267,0.1890401691198349,0.19560185074806213,2.5011212825775146,0.23253507912158966
32,0.3327261805534363,1.912412166595459,0.17846310138702393,0.1770833283662796,2.5989232063293457,0.28888607025146484
33,0.33717870712280273,1.918118953704834,0.18461987376213074,0.08101851493120193,2.577991008758545,0.8063865303993225
34,0.3570127487182617,1.869600534439087,0.16437360644340515,0.19212962687015533,2.574740171432495,0.15497256815433502
35,0.3966808319091797,1.7182906866073608,0.14092735946178436,0.1979166716337204,2.5634706020355225,0.17109939455986023
36,0.43169400095939636,1.6101895570755005,0.13210074603557587,0.2118055522441864,2.749244213104248,0.13668058812618256
37,0.47520744800567627,1.479612112045288,0.11964559555053711,0.19560185074806213,2.771183490753174,0.12314415723085403
38,0.5128516554832458,1.3636302947998047,0.1124383807182312,0.18518517911434174,3.5128610134124756,0.15376397967338562
39,0.478040874004364,1.4872969388961792,0.11970743536949158,0.18981482088565826,3.439896821975708,0.15945614874362946
40,0.5630438923835754,1.223254680633545,0.11318238079547882,0.20023147761821747,3.8620259761810303,0.110964834690094
41,0.5830803513526917,1.1569157838821411,0.11370590329170227,0.18865740299224854,3.6601667404174805,0.1138034239411354
42,0.6350941061973572,0.9866543412208557,0.10736674815416336,0.18634259700775146,4.049895286560059,0.11292289942502975
43,0.6692976951599121,0.910925567150116,0.10340902209281921,0.21990740299224854,4.309921741485596,0.08875591307878494
44,0.7126087546348572,0.7768179774284363,0.09673276543617249,0.1875,5.234145164489746,0.12100967764854431
45,0.7008702754974365,0.9860921502113342,0.08750402927398682,0.16782407462596893,4.9175333976745605,0.09035614132881165
46,0.785873293876648,0.7537370920181274,0.08250900357961655,0.1909722238779068,5.891802787780762,0.09675980359315872
47,0.7996357083320618,0.6868014931678772,0.0825142115354538,0.21643517911434174,5.418097496032715,0.0933261439204216
48,0.7872900366783142,0.6270669102668762,0.0906568393111229,0.2118055522441864,5.475055694580078,0.07863064110279083
49,0.8121837973594666,0.5146453380584717,0.09361565113067627,0.1979166716337204,5.3673176765441895,0.09091261029243469
50,0.8225055932998657,0.48525452613830566,0.09095444530248642,0.20023147761821747,5.508364677429199,0.10716120153665543
51,0.8694596290588379,0.37004920840263367,0.08973263949155807,0.17476852238178253,6.644765853881836,0.10594571381807327
52,0.8826148509979248,0.34371089935302734,0.09036770462989807,0.19675925374031067,6.072177410125732,0.09131774306297302
