epoch,accuracy,loss,mae,val_accuracy,val_loss,val_mae
53,0.8542805314064026,0.4067707359790802,0.0891789048910141,0.1805555522441864,6.050583839416504,0.10893012583255768
54,0.8662214279174805,0.39406558871269226,0.08977405726909637,0.20717592537403107,6.317056179046631,0.0831829234957695
55,0.9115563631057739,0.26598119735717773,0.08723264932632446,0.19560185074806213,6.803760528564453,0.08663032948970795
56,0.8751264810562134,0.33911511301994324,0.08897943794727325,0.1944444477558136,6.717963695526123,0.10501144826412201
57,0.9111515879631042,0.2577396333217621,0.0885588601231575,0.17592592537403107,6.6955952644348145,0.09283481538295746
58,0.9083181619644165,0.2607361078262329,0.08944354951381683,0.18287037312984467,6.672353744506836,0.08952433615922928
59,0.9095324873924255,0.25536859035491943,0.08717716485261917,0.18518517911434174,7.722518444061279,0.09438910335302353
60,0.8854482769966125,0.33559665083885193,0.09250305593013763,0.19212962687015533,6.257866859436035,0.12380486726760864
61,0.90386563539505,0.2677878737449646,0.0896037146449089,0.20023147761821747,6.868376731872559,0.08625907450914383
62,0.9204614162445068,0.2350674271583557,0.0856156125664711,0.18634259700775146,7.02094030380249,0.09034375846385956
63,0.9206638336181641,0.23188912868499756,0.08482913672924042,0.1736111044883728,7.208700180053711,0.09122461825609207
64,0.9123659133911133,0.25352421402931213,0.08576276153326035,0.1875,6.821422576904297,0.08974326401948929
65,0.9272177219390869,0.20701783895492554,0.08413843810558319,0.18981482088565826,7.12028694152832,0.08199834823608398
66,0.9137826561927795,0.2521456182003021,0.08787143975496292,0.17824074625968933,7.203613758087158,0.08911541104316711
67,0.9376644492149353,0.17702941596508026,0.08545714616775513,0.17129629850387573,7.15608024597168,0.08891011774539948
68,0.9340214729309082,0.17972759902477264,0.0840177834033966,0.18634259700775146,7.700103759765625,0.08711953461170197
69,0.9216758012771606,0.2275683879852295,0.08253372460603714,0.1909722238779068,7.06917142868042,0.08599487692117691
70,0.892936646938324,0.3179486393928528,0.08694242686033249,0.1805555522441864,6.637892723083496,0.1060919463634491
71,0.9228901267051697,0.21408993005752563,0.08457892388105392,0.1875,6.6161675453186035,0.091742604970932
72,0.9492005705833435,0.150711327791214,0.08447638899087906,0.20370370149612427,7.128732681274414,0.08623481541872025
73,0.9166160821914673,0.24430838227272034,0.08345776796340942,0.20370370149612427,7.099435329437256,0.08944958448410034
74,0.9344262480735779,0.19346342980861664,0.08153170347213745,0.17245370149612427,6.96992826461792,0.08034422993659973
75,0.849018394947052,0.4421204924583435,0.08824225515127182,0.21759259700775146,5.9969611167907715,0.08920536935329437
76,0.9255211353302002,0.22373418509960175,0.08577374368906021,0.17592592537403107,6.836947441101074,0.09158013761043549
77,0.913985013961792,0.2502739727497101,0.08810774981975555,0.16550925374031067,6.712544918060303,0.08794812113046646
78,0.9386763572692871,0.17701520025730133,0.08581426739692688,0.20023147761821747,6.937664985656738,0.08880458027124405
79,0.9522364139556885,0.13930876553058624,0.08619477599859238,0.2083333283662796,7.0778584480285645,0.08652063459157944
80,0.9550698399543762,0.1310357302427292,0.08425485342741013,0.2083333283662796,7.473108291625977,0.08882411569356918
81,0.9510220885276794,0.1464717835187912,0.08421007543802261,0.16435185074806213,8.05980396270752,0.08681723475456238
82,0.9388787746429443,0.18002654612064362,0.0832849070429802,0.18981482088565826,7.435894966125488,0.08960647881031036
83,0.9330095052719116,0.18583615124225616,0.08366475999355316,0.1840277761220932,7.242333889007568,0.08915431052446365
84,0.940497875213623,0.16787493228912354,0.08168242871761322,0.2083333283662796,7.429000377655029,0.0865325778722763
85,0.9400931000709534,0.16579078137874603,0.08313868939876556,0.19212962687015533,7.502835273742676,0.08720162510871887
86,0.9317951798439026,0.1966908723115921,0.08345739543437958,0.19907407462596893,7.532908916473389,0.08870182186365128
87,0.7876948118209839,0.6964843273162842,0.10324958711862564,0.1458333283662796,4.485483169555664,0.28543829917907715
88,0.7330499887466431,0.8085035085678101,0.10851156711578369,0.15162037312984467,4.420311450958252,0.19571830332279205
89,0.5284355282783508,1.4650535583496094,0.10416103154420853,0.18865740299224854,3.5081777572631836,0.08940395712852478
90,0.8694596290588379,0.374336838722229,0.08602412790060043,0.19560185074806213,4.84221887588501,0.08434220403432846
91,0.9364501237869263,0.17752279341220856,0.08234673738479614,0.19212962687015533,6.250718116760254,0.09456243366003036
92,0.9508196711540222,0.14667679369449615,0.08026286959648132,0.20254629850387573,6.98549222946167,0.08509978652000427
93,0.9524387717247009,0.31652405858039856,0.07141808420419693,0.20023147761821747,7.446678638458252,0.08230207860469818
94,0.949402928352356,0.415453165769577,0.06599303334951401,0.1909722238779068,7.582056045532227,0.08171170949935913
95,0.9477838277816772,0.23546825349330902,0.07361982762813568,0.21064814925193787,6.38932466506958,0.09286002814769745
96,0.9641773104667664,0.11743205040693283,0.07758378982543945,0.19907407462596893,6.800208568572998,0.08510193973779678
97,0.9672130942344666,0.10430151969194412,0.07733950763940811,0.20601852238178253,7.80562162399292,0.08426317572593689
98,0.9409026503562927,0.18572835624217987,0.07770877331495285,0.15856482088565826,8.111197471618652,0.08548921346664429
99,0.936247706413269,0.2065533995628357,0.07788820564746857,0.18518517911434174,7.604237079620361,0.12144298851490021
